indicator_id,indicator_label_en
GAR.5T8.Q4.M.LPIA,"Gross attendance ratio for tertiary education, fourth quintile, male, adjusted location parity index (LPIA)"
GAR.5T8.Q5,"Gross attendance ratio for tertiary education, richest quintile, both sexes (%)"
GAR.5T8.Q5.F,"Gross attendance ratio for tertiary education, richest quintile, female (%)"
GAR.5T8.Q5.F.LPIA,"Gross attendance ratio for tertiary education, richest quintile, female, adjusted location parity index (LPIA)"
GAR.5T8.Q5.GPIA,"Gross attendance ratio for tertiary education, richest quintile, adjusted gender parity index (GPIA)"
GAR.5T8.Q5.LPIA,"Gross attendance ratio for tertiary education, richest quintile, adjusted location parity index (LPIA)"
GAR.5T8.Q5.M,"Gross attendance ratio for tertiary education, richest quintile, male (%)"
GAR.5T8.Q5.M.LPIA,"Gross attendance ratio for tertiary education, richest quintile, male, adjusted location parity index (LPIA)"
GAR.5T8.RUR,"Gross attendance ratio for tertiary education, rural, both sexes (%)"
GAR.5T8.RUR.F,"Gross attendance ratio for tertiary education, rural, female (%)"
GAR.5T8.RUR.F.WPIA,"Gross attendance ratio for tertiary education, rural, female, adjusted wealth parity index (WPIA)"
GAR.5T8.RUR.GPIA,"Gross attendance ratio for tertiary education, rural, adjusted gender parity index (GPIA)"
GAR.5T8.RUR.M,"Gross attendance ratio for tertiary education, rural, male (%)"
GAR.5T8.RUR.M.WPIA,"Gross attendance ratio for tertiary education, rural, male, adjusted wealth parity index (WPIA)"
GAR.5T8.RUR.Q1,"Gross attendance ratio for tertiary education, rural, poorest quintile, both sexes (%)"
GAR.5T8.RUR.Q1.F,"Gross attendance ratio for tertiary education, rural, poorest quintile, female (%)"
GAR.5T8.RUR.Q1.GPIA,"Gross attendance ratio for tertiary education, rural, poorest quintile, adjusted gender parity index (GPIA)"
GAR.5T8.RUR.Q1.M,"Gross attendance ratio for tertiary education, rural, poorest quintile, male (%)"
GAR.5T8.RUR.Q2,"Gross attendance ratio for tertiary education, rural, second quintile, both sexes (%)"
GAR.5T8.RUR.Q2.F,"Gross attendance ratio for tertiary education, rural, second quintile, female (%)"
GAR.5T8.RUR.Q2.GPIA,"Gross attendance ratio for tertiary education, rural, second quintile, adjusted gender parity index (GPIA)"
GAR.5T8.RUR.Q2.M,"Gross attendance ratio for tertiary education, rural, second quintile, male (%)"
GAR.5T8.RUR.Q3,"Gross attendance ratio for tertiary education, rural, middle quintile, both sexes (%)"
GAR.5T8.RUR.Q3.F,"Gross attendance ratio for tertiary education, rural, middle quintile, female (%)"
GAR.5T8.RUR.Q3.GPIA,"Gross attendance ratio for tertiary education, rural, middle quintile, adjusted gender parity index (GPIA)"
GAR.5T8.RUR.Q3.M,"Gross attendance ratio for tertiary education, rural, middle quintile, male (%)"
GAR.5T8.RUR.Q4,"Gross attendance ratio for tertiary education, rural, fourth quintile, both sexes (%)"
GAR.5T8.RUR.Q4.F,"Gross attendance ratio for tertiary education, rural, fourth quintile, female (%)"
GAR.5T8.RUR.Q4.GPIA,"Gross attendance ratio for tertiary education, rural, fourth quintile, adjusted gender parity index (GPIA)"
GAR.5T8.RUR.Q4.M,"Gross attendance ratio for tertiary education, rural, fourth quintile, male (%)"
GAR.5T8.RUR.Q5,"Gross attendance ratio for tertiary education, rural, richest quintile, both sexes (%)"
GAR.5T8.RUR.Q5.F,"Gross attendance ratio for tertiary education, rural, richest quintile, female (%)"
GAR.5T8.RUR.Q5.GPIA,"Gross attendance ratio for tertiary education, rural, richest quintile, adjusted gender parity index (GPIA)"
GAR.5T8.RUR.Q5.M,"Gross attendance ratio for tertiary education, rural, richest quintile, male (%)"
GAR.5T8.RUR.WPIA,"Gross attendance ratio for tertiary education, rural, adjusted wealth parity index (WPIA)"
GAR.5T8.URB,"Gross attendance ratio for tertiary education, urban, both sexes (%)"
GAR.5T8.URB.F,"Gross attendance ratio for tertiary education, urban, female (%)"
GAR.5T8.URB.F.WPIA,"Gross attendance ratio for tertiary education, urban, female, adjusted wealth parity index (WPIA)"
GAR.5T8.URB.GPIA,"Gross attendance ratio for tertiary education, urban, adjusted gender parity index (GPIA)"
GAR.5T8.URB.M,"Gross attendance ratio for tertiary education, urban, male (%)"
GAR.5T8.URB.M.WPIA,"Gross attendance ratio for tertiary education, urban, male, adjusted wealth parity index (WPIA)"
GAR.5T8.URB.Q1,"Gross attendance ratio for tertiary education, urban, poorest quintile, both sexes (%)"
GAR.5T8.URB.Q1.F,"Gross attendance ratio for tertiary education, urban, poorest quintile, female (%)"
GAR.5T8.URB.Q1.GPIA,"Gross attendance ratio for tertiary education, urban, poorest quintile, adjusted gender parity index (GPIA)"
GAR.5T8.URB.Q1.M,"Gross attendance ratio for tertiary education, urban, poorest quintile, male (%)"
GAR.5T8.URB.Q2,"Gross attendance ratio for tertiary education, urban, second quintile, both sexes (%)"
GAR.5T8.URB.Q2.F,"Gross attendance ratio for tertiary education, urban, second quintile, female (%)"
GAR.5T8.URB.Q2.GPIA,"Gross attendance ratio for tertiary education, urban, second quintile, adjusted gender parity index (GPIA)"
GAR.5T8.URB.Q2.M,"Gross attendance ratio for tertiary education, urban, second quintile, male (%)"
GAR.5T8.URB.Q3,"Gross attendance ratio for tertiary education, urban, middle quintile, both sexes (%)"
GAR.5T8.URB.Q3.F,"Gross attendance ratio for tertiary education, urban, middle quintile, female (%)"
GAR.5T8.URB.Q3.GPIA,"Gross attendance ratio for tertiary education, urban, middle quintile, adjusted gender parity index (GPIA)"
GAR.5T8.URB.Q3.M,"Gross attendance ratio for tertiary education, urban, middle quintile, male (%)"
GAR.5T8.URB.Q4,"Gross attendance ratio for tertiary education, urban, fourth quintile, both sexes (%)"
GAR.5T8.URB.Q4.F,"Gross attendance ratio for tertiary education, urban, fourth quintile, female (%)"
GAR.5T8.URB.Q4.GPIA,"Gross attendance ratio for tertiary education, urban, fourth quintile, adjusted gender parity index (GPIA)"
GAR.5T8.URB.Q4.M,"Gross attendance ratio for tertiary education, urban, fourth quintile, male (%)"
GAR.5T8.URB.Q5,"Gross attendance ratio for tertiary education, urban, richest quintile, both sexes (%)"
GAR.5T8.URB.Q5.F,"Gross attendance ratio for tertiary education, urban, richest quintile, female (%)"
GAR.5T8.URB.Q5.GPIA,"Gross attendance ratio for tertiary education, urban, richest quintile, adjusted gender parity index (GPIA)"
GAR.5T8.URB.Q5.M,"Gross attendance ratio for tertiary education, urban, richest quintile, male (%)"
GAR.5T8.URB.WPIA,"Gross attendance ratio for tertiary education, urban, adjusted wealth parity index (WPIA)"
GAR.5T8.WPIA,"Gross attendance ratio for tertiary education, adjusted wealth parity index (WPIA)"
GER.0,"Gross enrolment ratio, early childhood education, both sexes (%)"
GER.0.F,"Gross enrolment ratio, early childhood education, female (%)"
GER.0.GPIA,"Gross enrolment ratio, early childhood education, adjusted gender parity index (GPIA)"
GER.0.M,"Gross enrolment ratio, early childhood education, male (%)"
GER.01,"Gross enrolment ratio, early childhood educational development programmes, both sexes (%)"
GER.01.F,"Gross enrolment ratio, early childhood educational development programmes, female (%)"
GER.01.GPIA,"Gross enrolment ratio, early childhood educational development programmes, adjusted gender parity index (GPIA)"
GER.01.M,"Gross enrolment ratio, early childhood educational development programmes, male (%)"
GER.02,"Gross enrolment ratio, pre-primary, both sexes (%)"
GER.02.F,"Gross enrolment ratio, pre-primary, female (%)"
GER.02.GPIA,"Gross enrolment ratio, pre-primary, adjusted gender parity index (GPIA)"
GER.02.M,"Gross enrolment ratio, pre-primary, male (%)"
GER.5T8,"Gross enrolment ratio for tertiary education, both sexes (%)"
GER.5T8.F,"Gross enrolment ratio for tertiary education, female (%)"
GER.5T8.GPIA,"Gross enrolment ratio for tertiary education, adjusted gender parity index (GPIA)"
GER.5T8.M,"Gross enrolment ratio for tertiary education, male (%)"
ICTSKILLATTACH,"Proportion of youth and adults who have sent e-mails with attached files (e.g. document, picture, video), both sexes (%)"
ICTSKILLATTACH.F,"Proportion of youth and adults who have sent e-mails with attached files (e.g. document, picture, video), female (%)"
ICTSKILLATTACH.GPIA,"Proportion of youth and adults who have sent e-mails with attached files (e.g. document, picture, video), adjusted gender parity index (GPIA)"
ICTSKILLATTACH.M,"Proportion of youth and adults who have sent e-mails with attached files (e.g. document, picture, video), male (%)"
ICTSKILLCONNEC,Proportion of youth and adults who have connected and installed new devices (%)
ICTSKILLCONNEC.F,"Proportion of youth and adults who have connected and installed new devices, female (%)"
ICTSKILLCONNEC.GPIA,"Proportion of youth and adults who have connected and installed new devices, adjusted gender parity index (GPIA)"
ICTSKILLCONNEC.M,"Proportion of youth and adults who have connected and installed new devices, male (%)"
ICTSKILLCOPI,Proportion of youth and adults who have copied or moved a file or folder (%)
ICTSKILLCOPI.F,"Proportion of youth and adults who have copied or moved a file or folder, female (%)"
ICTSKILLCOPI.GPIA,"Proportion of youth and adults who have copied or moved a file or folder, adjusted gender parity index (GPIA)"
ICTSKILLCOPI.M,"Proportion of youth and adults who have copied or moved a file or folder, male (%)"
ICTSKILLCREAT,Proportion of youth and adults who have created electronic presentations with presentation software (%)
ICTSKILLCREAT.F,"Proportion of youth and adults who have created electronic presentations with presentation software, female (%)"
ICTSKILLCREAT.GPIA,"Proportion of youth and adults who have created electronic presentations with presentation software, adjusted gender parity index (GPIA)"
ICTSKILLCREAT.M,"Proportion of youth and adults who have created electronic presentations with presentation software, male (%)"
ICTSKILLDUPLIC,"Proportion of youth and adults who have used copy and paste tools to duplicate or move information within a document , both sexes (%)"
ICTSKILLDUPLIC.F,"Proportion of youth and adults who have used copy and paste tools to duplicate or move information within a document, female (%)"
ICTSKILLDUPLIC.GPIA,"Proportion of youth and adults who have used copy and paste tools to duplicate or move information within a document, adjusted gender parity index (GPIA)"
ICTSKILLDUPLIC.M,"Proportion of youth and adults who have used copy and paste tools to duplicate or move information within a document, male (%)"
ICTSKILLFORMULA,"Proportion of youth and adults who have used basic arithmetic formulae in a spreadsheet, both sexes (%)"
ICTSKILLFORMULA.F,"Proportion of youth and adults who have used basic arithmetic formulae in a spreadsheet, female (%)"
ICTSKILLFORMULA.GPIA,"Proportion of youth and adults who have used basic arithmetic formulae in a spreadsheet, adjusted gender parity index (GPIA)"
ICTSKILLFORMULA.M,"Proportion of youth and adults who have used basic arithmetic formulae in a spreadsheet, male (%)"
ICTSKILLPROGLANG,"Proportion of youth and adults who have wrote a computer program using a specialised programming language, both sexes (%)"
ICTSKILLPROGLANG.F,"Proportion of youth and adults who have wrote a computer program using a specialised programming language, female (%)"
ICTSKILLPROGLANG.GPIA,"Proportion of youth and adults who have wrote a computer program using a specialised programming language, adjusted gender parity index (GPIA)"
ICTSKILLPROGLANG.M,"Proportion of youth and adults who have wrote a computer program using a specialised programming language, male (%)"
ICTSKILLSOFTWARE,"Proportion of youth and adults who have found, downloaded, installed and configured software, both sexes (%)"
ICTSKILLSOFTWARE.F,"Proportion of youth and adults who have found, downloaded, installed and configured software, female (%)"
ICTSKILLSOFTWARE.GPIA,"Proportion of youth and adults who have found, downloaded, installed and configured software, adjusted gender parity index (GPIA)"
ICTSKILLSOFTWARE.M,"Proportion of youth and adults who have found, downloaded, installed and configured software, male (%)"
ICTSKILLTRANSFERFILE,"Proportion of youth and adults who have transferred files between a computer and other devices, both sexes (%)"
ICTSKILLTRANSFERFILE.F,"Proportion of youth and adults who have transferred files between a computer and other devices, female (%)"
ICTSKILLTRANSFERFILE.GPIA,"Proportion of youth and adults who have Transferred files between a computer and other devices, adjusted gender parity index (GPIA)"
ICTSKILLTRANSFERFILE.M,"Proportion of youth and adults who have transferred files between a computer and other devices, male (%)"
LR.AG15T24,"Youth literacy rate, population 15-24 years, both sexes (%)"
LR.AG15T24.F,"Youth literacy rate, population 15-24 years, female (%)"
LR.AG15T24.F.LPIA,"Youth literacy rate, population 15-24 years, female, adjusted location parity index (LPIA)"
LR.AG15T24.GPIA,"Youth literacy rate, population 15-24 years, adjusted gender parity index (GPIA)"
LR.AG15T24.LPIA,"Youth literacy rate, population 15-24 years, adjusted location parity index (LPIA)"
LR.AG15T24.M,"Youth literacy rate, population 15-24 years, male (%)"
LR.AG15T24.M.LPIA,"Youth literacy rate, population 15-24 years, male, adjusted location parity index (LPIA)"
LR.AG15T24.RUR,"Youth literacy rate, population 15-24 years, rural, both sexes (%)"
LR.AG15T24.RUR.F,"Youth literacy rate, population 15-24 years, rural, female (%)"
LR.AG15T24.RUR.GPIA,"Youth literacy rate, population 15-24 years, rural, adjusted gender parity index (GPIA)"
LR.AG15T24.RUR.M,"Youth literacy rate, population 15-24 years, rural, male (%)"
LR.AG15T24.URB,"Youth literacy rate, population 15-24 years, urban, both sexes (%)"
LR.AG15T24.URB.F,"Youth literacy rate, population 15-24 years, urban, female (%)"
LR.AG15T24.URB.GPIA,"Youth literacy rate, population 15-24 years, urban, adjusted gender parity index (GPIA)"
LR.AG15T24.URB.M,"Youth literacy rate, population 15-24 years, urban, male (%)"
LR.AG15T99,"Adult literacy rate, population 15+ years, both sexes (%)"
LR.AG15T99.F,"Adult literacy rate, population 15+ years, female (%)"
LR.AG15T99.F.LPIA,"Adult literacy rate, population 15+ years, female, adjusted location parity index (LPIA)"
LR.AG15T99.GPIA,"Adult literacy rate, population 15+ years, adjusted gender parity index (GPIA)"
LR.AG15T99.LPIA,"Adult literacy rate, population 15+ years, adjusted location parity index (LPIA)"
LR.AG15T99.M,"Adult literacy rate, population 15+ years, male (%)"
LR.AG15T99.M.LPIA,"Adult literacy rate, population 15+ years, male, adjusted location parity index (LPIA)"
LR.AG15T99.RUR,"Adult literacy rate, population 15+ years, rural, both sexes (%)"
LR.AG15T99.RUR.F,"Adult literacy rate, population 15+ years, rural, female (%)"
LR.AG15T99.RUR.GPIA,"Adult literacy rate, population 15+ years, rural, adjusted gender parity index (GPIA)"
LR.AG15T99.RUR.M,"Adult literacy rate, population 15+ years, rural, male (%)"
LR.AG15T99.URB,"Adult literacy rate, population 15+ years, urban, both sexes (%)"
LR.AG15T99.URB.F,"Adult literacy rate, population 15+ years, urban, female (%)"
LR.AG15T99.URB.GPIA,"Adult literacy rate, population 15+ years, urban, adjusted gender parity index (GPIA)"
LR.AG15T99.URB.M,"Adult literacy rate, population 15+ years, urban, male (%)"
LR.AG25T64,"Literacy rate, population 25-64 years, both sexes (%)"
LR.AG25T64.F,"Literacy rate, population 25-64 years, female (%)"
LR.AG25T64.F.LPIA,"Literacy rate, population 25-64 years, female, adjusted location parity index (LPIA)"
LR.AG25T64.GPIA,"Literacy rate, population 25-64 years, adjusted gender parity index (GPIA)"
LR.AG25T64.LPIA,"Literacy rate, population 25-64 years, adjusted location parity index (LPIA)"
LR.AG25T64.M,"Literacy rate, population 25-64 years, male (%)"
LR.AG25T64.M.LPIA,"Literacy rate, population 25-64 years, male, adjusted location parity index (LPIA)"
LR.AG25T64.RUR,"Literacy rate, population 25-64 years, rural, both sexes (%)"
LR.AG25T64.RUR.F,"Literacy rate, population 25-64 years, rural, female (%)"
LR.AG25T64.RUR.GPIA,"Literacy rate, population 25-64 years, rural, adjusted gender parity index (GPIA)"
LR.AG25T64.RUR.M,"Literacy rate, population 25-64 years, rural, male (%)"
LR.AG25T64.URB,"Literacy rate, population 25-64 years, urban, both sexes (%)"
LR.AG25T64.URB.F,"Literacy rate, population 25-64 years, urban, female (%)"
LR.AG25T64.URB.GPIA,"Literacy rate, population 25-64 years, urban, adjusted gender parity index (GPIA)"
LR.AG25T64.URB.M,"Literacy rate, population 25-64 years, urban, male (%)"
LR.AG65T99,"Elderly literacy rate, population 65+ years, both sexes (%)"
LR.AG65T99.F,"Elderly literacy rate, population 65+ years, female (%)"
LR.AG65T99.F.LPIA,"Elderly literacy rate, population 65+ years, female, adjusted location parity index (LPIA)"
LR.AG65T99.GPIA,"Elderly literacy rate, population 65+ years, adjusted gender parity index (GPIA)"
LR.AG65T99.LPIA,"Elderly literacy rate, population 65+ years, adjusted location parity index (LPIA)"
LR.AG65T99.M,"Elderly literacy rate, population 65+ years, male (%)"
LR.AG65T99.M.LPIA,"Elderly literacy rate, population 65+ years, male, adjusted location parity index (LPIA)"
LR.AG65T99.RUR,"Elderly literacy rate, population 65+ years, rural, both sexes (%)"
LR.AG65T99.RUR.F,"Elderly literacy rate, population 65+ years, rural, female (%)"
LR.AG65T99.RUR.GPIA,"Elderly literacy rate, population 65+ years, rural, adjusted gender parity index (GPIA)"
LR.AG65T99.RUR.M,"Elderly literacy rate, population 65+ years, rural, male (%)"
LR.AG65T99.URB,"Elderly literacy rate, population 65+ years, urban, both sexes (%)"
LR.AG65T99.URB.F,"Elderly literacy rate, population 65+ years, urban, female (%)"
LR.AG65T99.URB.GPIA,"Elderly literacy rate, population 65+ years, urban, adjusted gender parity index (GPIA)"
LR.AG65T99.URB.M,"Elderly literacy rate, population 65+ years, urban, male (%)"
MATH.LOWERSEC,"Proportion of students at the end of lower secondary education achieving at least a minimum proficiency level in mathematics, both sexes (%)"
MATH.LOWERSEC.F,"Proportion of students at the end of lower secondary education achieving at least a minimum proficiency level in mathematics, female (%)"
MATH.LOWERSEC.GPIA,"Proportion of students at the end of lower secondary achieving at least a minimum proficiency level in mathematics, adjusted gender parity index (GPIA)"
MATH.LOWERSEC.HIGHSES,"Proportion of students at the end of lower secondary education achieving at least a minimum proficiency level in mathematics, very affluent socioeconomic background, both sexes (%)"
MATH.LOWERSEC.LANGTEST,"Proportion of students at the end of lower secondary education achieving at least a minimum proficiency level in mathematics, spoke the language of the test at home, both sexes (%)"
MATH.LOWERSEC.LOWSES,"Proportion of students at the end of lower secondary education achieving at least a minimum proficiency level in mathematics, very poor socioeconomic background, both sexes (%)"
MATH.LOWERSEC.LPIA,"Proportion of students at the end of lower secondary achieving at least a minimum proficiency level in mathematics, adjusted location parity index (LPIA)"
MATH.LOWERSEC.LTPIA,"Proportion of students at the end of lower secondary education achieving at least a minimum proficiency level in mathematics, adjusted speaks language of the test parity index (LTPIA)"
MATH.LOWERSEC.M,"Proportion of students at the end of lower secondary education achieving at least a minimum proficiency level in mathematics, male (%)"
MATH.LOWERSEC.NATIVE,"Proportion of students at the end of lower secondary education achieving at least a minimum proficiency level in mathematics, non-immigrant background, both sexes (%)"
MATH.LOWERSEC.NONLANGTEST,"Proportion of students at the end of lower secondary education achieving at least a minimum proficiency level in mathematics, did not speak the language of the test at home, both sexes (%)"
MATH.LOWERSEC.NONNATIVE,"Proportion of students at the end of lower secondary education achieving at least a minimum proficiency level in mathematics, immigrant background, both sexes (%)"
MATH.LOWERSEC.NPIA,"Proportion of students at the end of lower secondary education achieving at least a minimum proficiency level in mathematics, adjusted native parity index (NPIA)"
MATH.LOWERSEC.RURAL,"Proportion of students at the end of lower secondary education achieving at least a minimum proficiency level in mathematics, rural areas, both sexes (%)"
MATH.LOWERSEC.URBAN,"Proportion of students at the end of lower secondary education achieving at least a minimum proficiency level in mathematics, urban areas, both sexes (%)"
MATH.LOWERSEC.WPIA,"Proportion of students at the end of lower secondary achieving at least a minimum proficiency level in mathematics, adjusted wealth parity index (WPIA)"
N.ATTACKS,"Number of attacks on students, personnel and institutions"
NARA.AGM1,"Adjusted net attendance rate, one year before the official primary entry age, both sexes (%)"
NARA.AGM1.F,"Adjusted net attendance rate, one year before the official primary entry age, female (%)"
NARA.AGM1.F.LPIA,"Adjusted net attendance rate, one year before the official primary entry age, female, adjusted location parity index (LPIA)"
NARA.AGM1.F.WPIA,"Adjusted net attendance rate, one year before the official primary entry age, female, adjusted wealth parity index (WPIA)"
NARA.AGM1.GPIA,"Adjusted net attendance rate, one year before the official primary entry age, adjusted gender parity index (GPIA)"
NARA.AGM1.LPIA,"Adjusted net attendance rate, one year before the official primary entry age, adjusted location parity index (LPIA)"
NARA.AGM1.M,"Adjusted net attendance rate, one year before the official primary entry age, male (%)"
NARA.AGM1.M.LPIA,"Adjusted net attendance rate, one year before the official primary entry age, male, adjusted location parity index (LPIA)"
NARA.AGM1.M.WPIA,"Adjusted net attendance rate, one year before the official primary entry age, male, adjusted wealth parity index (WPIA)"
NARA.AGM1.Q1,"Adjusted net attendance rate, one year before the official primary entry age, poorest quintile, both sexes (%)"
NARA.AGM1.Q1.F,"Adjusted net attendance rate, one year before the official primary entry age, poorest quintile, female (%)"
NARA.AGM1.Q1.F.LPIA,"Adjusted net attendance rate, one year before the official primary entry age, poorest quintile, female, adjusted location parity index (LPIA)"
NARA.AGM1.Q1.GPIA,"Adjusted net attendance rate, one year before the official primary entry age, poorest quintile, adjusted gender parity index (GPIA)"
NARA.AGM1.Q1.LPIA,"Adjusted net attendance rate, one year before the official primary entry age, poorest quintile, adjusted location parity index (LPIA)"
NARA.AGM1.Q1.M,"Adjusted net attendance rate, one year before the official primary entry age, poorest quintile, male (%)"
NARA.AGM1.Q1.M.LPIA,"Adjusted net attendance rate, one year before the official primary entry age, poorest quintile, male, adjusted location parity index (LPIA)"
NARA.AGM1.Q2,"Adjusted net attendance rate, one year before the official primary entry age, second quintile, both sexes (%)"
NARA.AGM1.Q2.F,"Adjusted net attendance rate, one year before the official primary entry age, second quintile, female (%)"
NARA.AGM1.Q2.F.LPIA,"Adjusted attendance rate, one year before the official primary entry age, second quintile, female, adjusted location parity index (LPIA)"
NARA.AGM1.Q2.GPIA,"Adjusted net attendance rate, one year before the official primary entry age, second quintile, adjusted gender parity index (GPIA)"
NARA.AGM1.Q2.LPIA,"Adjusted net attendance rate, one year before the official primary entry age, second quintile, adjusted location parity index (LPIA)"
NARA.AGM1.Q2.M,"Adjusted net attendance rate, one year before the official primary entry age, second quintile, male (%)"
NARA.AGM1.Q2.M.LPIA,"Adjusted attendance rate, one year before the official primary entry age, second quintile, male, adjusted location parity index (LPIA)"
NARA.AGM1.Q3,"Adjusted net attendance rate, one year before the official primary entry age, middle quintile, both sexes (%)"
NARA.AGM1.Q3.F,"Adjusted net attendance rate, one year before the official primary entry age, middle quintile, female (%)"
NARA.AGM1.Q3.F.LPIA,"Adjusted net attendance rate, one year before the official primary entry age, middle quintile, female, adjusted location parity index (LPIA)"
NARA.AGM1.Q3.GPIA,"Adjusted net attendance rate, one year before the official primary entry age, middle quintile, adjusted gender parity index (GPIA)"
NARA.AGM1.Q3.LPIA,"Adjusted net attendance rate, one year before the official primary entry age, middle quintile, adjusted location parity index (LPIA)"
NARA.AGM1.Q3.M,"Adjusted net attendance rate, one year before the official primary entry age, middle quintile, male (%)"
NARA.AGM1.Q3.M.LPIA,"Adjusted net attendance rate, one year before the official primary entry age, middle quintile, male, adjusted location parity index (LPIA)"
NARA.AGM1.Q4,"Adjusted net attendance rate, one year before the official primary entry age, fourth quintile, both sexes (%)"
NARA.AGM1.Q4.F,"Adjusted net attendance rate, one year before the official primary entry age, fourth quintile, female (%)"
NARA.AGM1.Q4.F.LPIA,"Adjusted net attendance rate, one year before the official primary entry age, fourth quintile, female, adjusted location parity index (LPIA)"
NARA.AGM1.Q4.GPIA,"Adjusted net attendance rate, one year before the official primary entry age, fourth quintile, adjusted gender parity index (GPIA)"
NARA.AGM1.Q4.LPIA,"Adjusted net attendance rate, one year before the official primary entry age, fourth quintile, adjusted location parity index (LPIA)"
NARA.AGM1.Q4.M,"Adjusted net attendance rate, one year before the official primary entry age, fourth quintile, male (%)"
NARA.AGM1.Q4.M.LPIA,"Adjusted net attendance rate, one year before the official primary entry age, fourth quintile, male, adjusted location parity index (LPIA)"
NARA.AGM1.Q5,"Adjusted net attendance rate, one year before the official primary entry age, richest quintile, both sexes (%)"
NARA.AGM1.Q5.F,"Adjusted net attendance rate, one year before the official primary entry age, richest quintile, female (%)"
NARA.AGM1.Q5.F.LPIA,"Adjusted net attendance rate, one year before the official primary entry age, richest quintile, female, adjusted location parity index (LPIA)"
NARA.AGM1.Q5.GPIA,"Adjusted net attendance rate, one year before the official primary entry age, richest quintile, adjusted gender parity index (GPIA)"
NARA.AGM1.Q5.LPIA,"Adjusted net attendance rate, one year before the official primary entry age, richest quintile, adjusted location parity index (LPIA)"
NARA.AGM1.Q5.M,"Adjusted net attendance rate, one year before the official primary entry age, richest quintile, male (%)"
NARA.AGM1.Q5.M.LPIA,"Adjusted net attendance rate, one year before the official primary entry age, richest quintile, male, adjusted location parity index (LPIA)"
NARA.AGM1.RUR,"Adjusted net attendance rate, one year before the official primary entry age, rural, both sexes (%)"
NARA.AGM1.RUR.F,"Adjusted net attendance rate, one year before the official primary entry age, rural, female (%)"
NARA.AGM1.RUR.F.WPIA,"Adjusted net attendance rate, one year before the official primary entry age, rural, female, adjusted wealth parity index (WPIA)"
NARA.AGM1.RUR.GPIA,"Adjusted net attendance rate, one year before the official primary entry age, rural, adjusted gender parity index (GPIA)"
NARA.AGM1.RUR.M,"Adjusted net attendance rate, one year before the official primary entry age, rural, male  (%)"
NARA.AGM1.RUR.M.WPIA,"Adjusted net attendance rate, one year before the official primary entry age, rural, male, adjusted wealth parity index (WPIA)"
NARA.AGM1.RUR.Q1,"Adjusted net attendance rate, one year before the official primary entry age, rural, poorest quintile, both sexes (%)"
NARA.AGM1.RUR.Q1.F,"Adjusted net attendance rate, one year before the official primary entry age, rural, poorest quintile, female (%)"
NARA.AGM1.RUR.Q1.GPIA,"Adjusted net attendance rate, one year before the official primary entry age, rural, poorest quintile, adjusted gender parity index (GPIA)"
NARA.AGM1.RUR.Q1.M,"Adjusted net attendance rate, one year before the official primary entry age, rural, poorest quintile, male (%)"
NARA.AGM1.RUR.Q2,"Adjusted net attendance rate, one year before the official primary entry age, rural, second quintile, both sexes (%)"
NARA.AGM1.RUR.Q2.F,"Adjusted net attendance rate, one year before the official primary entry age, rural, second quintile, female (%)"
NARA.AGM1.RUR.Q2.GPIA,"Adjusted net attendance rate, one year before the official primary entry age, rural, second quintile, adjusted gender parity index (GPIA)"
NARA.AGM1.RUR.Q2.M,"Adjusted net attendance rate, one year before the official primary entry age, rural, second quintile, male (%)"
NARA.AGM1.RUR.Q3,"Adjusted net attendance rate, one year before the official primary entry age, rural, middle quintile, both sexes (%)"
NARA.AGM1.RUR.Q3.F,"Adjusted net attendance rate, one year before the official primary entry age, rural, middle quintile, female (%)"
NARA.AGM1.RUR.Q3.GPIA,"Adjusted net attendance rate, one year before the official primary entry age, rural, middle quintile, adjusted gender parity index (GPIA)"
NARA.AGM1.RUR.Q3.M,"Adjusted net attendance rate, one year before the official primary entry age, rural, middle quintile, male (%)"
NARA.AGM1.RUR.Q4,"Adjusted net attendance rate, one year before the official primary entry age, rural, fourth quintile, both sexes (%)"
NARA.AGM1.RUR.Q4.F,"Adjusted net attendance rate, one year before the official primary entry age, rural, fourth quintile, female (%)"
NARA.AGM1.RUR.Q4.GPIA,"Adjusted net attendance rate, one year before the official primary entry age, rural, fourth quintile, adjusted gender parity index (GPIA)"
NARA.AGM1.RUR.Q4.M,"Adjusted net attendance rate, one year before the official primary entry age, rural, fourth quintile, male (%)"
NARA.AGM1.RUR.Q5,"Adjusted net attendance rate, one year before the official primary entry age, rural, richest quintile, both sexes (%)"
NARA.AGM1.RUR.Q5.F,"Adjusted net attendance rate, one year before the official primary entry age, rural, richest quintile, female (%)"
NARA.AGM1.RUR.Q5.GPIA,"Adjusted net attendance rate, one year before the official primary entry age, rural, richest quintile, adjusted gender parity index (GPIA)"
NARA.AGM1.RUR.Q5.M,"Adjusted net attendance rate, one year before the official primary entry age, rural, richest quintile, male (%)"
NARA.AGM1.RUR.WPIA,"Adjusted net attendance rate, one year before the official primary entry age, rural, adjusted wealth parity index (WPIA)"
NARA.AGM1.URB,"Adjusted net attendance rate, one year before the official primary entry age, urban, both sexes (%)"
NARA.AGM1.URB.F,"Adjusted net attendance rate, one year before the official primary entry age, urban, female (%)"
NARA.AGM1.URB.F.WPIA,"Adjusted net attendance rate, one year before the official primary entry age, urban, female, adjusted wealth parity index (WPIA)"
